Alpha_Node,Total_Support
CD45,-362
CDC25A,-396
CDC34,-390
CUL1,-534
SKP1,-514
CDC42,-346
THC,-408
ACK,-480
PLK1,-396
p27,-388
DARPP-32,-330
MEK1,-526
MUNC18,-350
NFH,-396
SYNTAXIN,-536
CDK7,-394
CCNH,-394
CEBPA,-395
CHN1,-330
CHORDIN,-378
NOGGIN,-378
cIAP1,-386
TRADD,-536
cIAP2,-364
Livin,-344
ETS1,-398
ETS2,-398
FOS,-418
JUND,-398
Hrk,-360
p25,-398
CK1e,-384
CRY,-357
PER,-395
CK2,-534
MAPK9,-376
WNT,-370
CKS1A,-384
FBXO6,-384
SKP2,-386
cMAF,-398
SP1,-334
COFILIN2,-356
ATF1,-396
IRS2,-442
TFIIB,-396
TFIID,-396
KIF17B,-396
DOCK180,-356
MAP4K1,-376
P130Cas,-308
GRIT,-372
REPS1,-526
CRKL,-398
CSF1R,-396
p90RSK,-350
M-CSF,-396
PAG,-362
E12,-398
HAND1,-396
HAND2,-396
SUMO1,-550
ZEB1,-466
RIP140,-370
HDAC,-418
PSEN1,-332
LEF,-462
Tsh,-332
E3,-344
NEDD8,-360
ROC1,-328
UBE2M,-360
SDF1,-400
CASP1,-396
D1,-396
D2,-396
PP2B,-396
VLDLR,-396
DAG,-388
DG,-354
PIB5PA,-376
PLCb,-400
P35,-398
PP1,-396
PPP1CC,-346
TNFR1,-486
DELTA,-386
SNCA,-509
DHPG,-408
MGLUR1,-370
DIA,-398
PFN1,-396
DKK,-546
LRP6,-360
krm,-350
LRP,-523
Dopamine,-394
D1R,-362
D2R,-364
D3R,-354
DP1,-376
DP103,-360
MET,-518
METS,-536
DRE,-398
KV41,-412
KV42,-398
PP2C,-349
dsRNA,-392
PKR,-396
Dynein,-332
NTRK1,-354
E1A,-406
E2,-358
Puma,-358
E2F4,-396
p107,-396
G3PD,-350
EBP,-398
EIF4E,-352
EIF4F,-396
EBS,-350
ECSIT,-360
EDG1,-400
S1P,-398
EDNRA,-392
EDN1,-392
ERBB2,-538
GAP,-330
PI3K,-458
SOS1,-508
N41,-392
NCK,-446
RASGAP,-456
ErbB3,-406
STAT,-384
EGR2,-396
EGR3,-396
BNIP3,-358
BNIP3L,-358
EIF-4EBP,-398
EIF4A,-352
EIF2A,-466
EIF2B,-450
EIF2G,-450
GDP,-324
GTP,-324
tRNA,-396
EIF3,-350
EIF4B,-396
RPS6,-396
mRNA,-422
MNK1,-350
EIF5,-396
SRE,-349
EPO,-344
EPOR,-478
IGF1,-344
IL3,-426
JAK2,-590
SHP1,-348
ER,-396
ERE,-396
Estrogen,-396
PELP1,-506
ERBIN,-490
PSD93,-416
PSD95,-514
SAP102,-336
SYNTROPHIN,-396
Grb7,-508
ERK1,-536
MLCK,-358
MSK1,-350
MNK2,-396
cPLA2,-368
MSK2,-350
ERK2,-486
EGR1,-396
MAPKAP2,-350
MARCKS,-336
PDK1,-356
RSK2,-510
STAT2,-396
KSR,-358
CARD14,-350
NFM,-396
PLA2P,-396
RSK,-528
SAM68,-462
ERK5,-396
MEF2,-398
MBD3,-396
F10,-396
F7,-396
F11,-390
F9,-395
F13,-392
F2,-395
Fibrinogen,-402
PAR1,-396
F3,-396
F5,-396
I-FLICE,-398
MYD88,-352
FLASH,-398
IL6,-396
IRS1,-418
ITGA1,-520
ITGB1,-480
ASAP1,-370
Graf,-398
RPTK,-354
FAN,-350
SMPD2,-352
FANCA,-396
FANCC,-396
FANCG,-396
FANCE,-396
FAP,-388
FASLG,-357
FAF,-360
Alg-2,-398
FAP-1,-398
LFG,-398
Fe,-394
H2O2,-365
FLT3,-400
SCF,-350
Forskolin,-408
FOSB,-395
FRAT1,-396
FRIZZLED,-537
BETAARRESTIN,-397
FSH,-394
FSHR,-396
FXR,-352
LTYPECA,-410
TUBULIN,-356
HSP27,-536
PI3Ky,-546
AC1,-412
GAA,-450
GAB1,-526
P13K,-434
SHP2,-472
MEKK3,-366
GADD45,-396
Gai,-476
bRAF,-364
RAP1GAP,-396
Gbg,-512
PDGFRA,-468
PLC,-372
HOP,-350
GEF,-346
GNA12,-506
GNA13,-374
PAR4,-342
TUBBY,-439
GC1,-408
GC2,-397
GCN2,-396
GCSF,-400
IL11,-398
Importin,-396
RAN,-450
PROFILIN,-341
GFAP,-396
GFR,-500
GH,-404
GHR,-426
MPR,-396
glucocorticoid,-404
GMCSF,-400
RHOGEFs,-374
EDG2,-362
MEK5,-452
PLD,-446
TEC,-354
RADIXIN,-336
GNA16,-406
TGM2,-351
GPx,-394
GSH,-395
GRE,-362
LAT,-498
RASGRF,-344
SPRY,-492
APS,-330
PTPA,-480
SH3KBP1,-468
DAP10,-406
GAB,-396
SLP-76,-446
GREB1,-396
PDZK1,-350
GSSG,-396
MITF,-396
FRAT2,-370
INHIBITOR2,-348
eIF2B,-398
SMO,-512
GSR,-394
p70s6K,-397
PLCE,-398
PLD1,-398
POR1,-358
SAC,-432
GZMB,-348
IP6K2,-394
RAB3,-396
HMG2,-396
HO,-395
HBX,-358
HDAC1,-360
HDAC2,-536
SNAI1,-374
Sin3,-528
SMRT,-370
CIR,-506
HDAC3,-536
NCOR,-538
HGF,-360
HMG1,-396
SET,-395
HRI,-396
Hsp40,-358
hsp70,-356
BIP,-350
LAMR1,-360
IFN-yR,-368
TID1,-346
AIF,-398
PPARA,-526
PTEN,-320
HSPC,-410
HUS1,-398
RAD1,-398
Hypoxia,-358
HUR,-396
IC261,-396
DFFB,-397
TIP1,-396
IGF1R,-474
GRB10,-336
LARG,-342
IKBA,-358
p65,-350
IKBB,-348
NIK,-383
IL12RB2,-362
IL1B,-395
IL1R,-398
IL8,-396
IL12,-396
TOLLIP,-396
IL4R,-398
IL6R,-398
p16,-396
INSR,-492
Insulin,-342
ANKYRIN,-352
FKBP,-352
HOMER,-380
CRAC,-360
IRAK,-398
TAB1,-324
TAB2,-396
RET,-376
ISRE,-546
TLR3,-360
IKKe,-398
TBK1,-398
ITGB3,-546
REQ,-396
ILK,-388
RACK,-480
JAK3,-398
STAT6,-398
TYK2,-384
Bmf,-360
RNPK,-396
MAPK11,-398
JNK3,-374
JUNB,-398
GATA3,-396
K+,-356
KB,-349
LAMA1,-396
LAMB1,-396
LAMC1,-396
Gads,-354
IBP,-333
LEP,-394
LEPR,-396
LIMK1,-358
COFILIN1,-334
LPS,-396
DKK2,-396
LXR,-352
FCER1A,-386
BCR,-334
CD19,-404
MADD,-490
SODD,-451
MAP4K5,-358
MEK2,-360
CHOP10,-396
MAPKAP-K3,-350
MAPK13,-398
EEF2K,-396
MIP1B,-396
HMGN1,-398
MD-2,-396
mDIA,-520
IRSP53,-396
MYOD,-392
MLC,-546
p38gamma,-396
TAK1,-398
SEK,-396
SLC9A1,-396
TAMALIN,-324
MRLC,-398
myosin,-398
MYOSIN,-398
RLC,-398
MLCP,-396
MRE11,-396
RAD50,-396
TIRAP,-396
TLR6,-396
TLR7,-396
TLR9,-396
IRAK4,-396
TLR1,-396
TLR10,-396
TLR5,-396
TLR8,-396
NFYA,-398
NFYB,-396
NFYC,-396
NGF,-402
NGFR,-374
NLK,-430
NO,-396
PDE2,-398
CAVEOLIN,-334
NOX1,-396
O2,-397
nPKC,-344
NTF5,-401
TRKB,-374
NTH1,-396
p6,-396
NUR77,-358
P130,-396
p120,-526
p110Ia,-333
P15,-396
p190RhoGAP,-396
RhoGDP,-398
P2,-388
CHREBP,-397
PKLR,-398
PRAK,-350
GIT1,-396
POLR1B,-396
p67phox,-332
PSMC4,-396
S6,-396
PABP,-350
PAI1,-394
TPA,-395
PBP,-352
PPARG,-530
PCLy,-438
PDE6A,-395
PDE6B,-396
PDE6G,-396
CGMP,-396
PDGFB,-344
PDK2,-354
CCR5,-397
Clk,-395
PERK,-396
PGC1A,-508
CCT4,-396
FBI1,-396
GLUT4,-396
PIP2,-552
PIP3,-408
Akt,-421
PI-4-P5K,-438
INPP5A,-378
RIIb,-396
CPI,-396
PKD,-446
RasGRP,-330
AC2,-398
ADDUCIN,-360
AKAP,-412
bARK,-370
CPI17,-360
DGK,-438
FASCIN,-336
GABAAR,-396
GAP43,-398
GLYR,-396
KAR,-448
MBP,-398
MGLUR7,-364
NTYPECA,-360
PICK1,-374
PMCA,-360
RASGRP3,-376
SNAP25,-538
TIAM1,-358
PKN,-396
IP3,-352
PLG,-396
TIF2,-351
PRF1,-396
PTC,-395
SHH,-424
KV12,-412
AR,-540
RAIDD,-324
TRAF1,-424
RAL,-410
RALBP1,-376
ARIP2,-408
RALGDS,-398
RANBP1,-396
RANBP2,-396
RanGAP,-396
RAP1B,-344
A-Raf,-535
RELN,-402
RhoGTP,-391
TNFR2,-324
Ser-prot,-396
CTBP2,-396
GATA1,-398
CRMP2,-440
HAT1,-556
HBO1,-358
HIST3H3,-446
EIF1A,-398
EIF3S1,-352
S60,-398
SEC61P,-352
SAG,-395
Sara,-347
SMAD2,-490
TGFBR1,-474
KIT,-539
SERPINC1,-388
SOS2,-376
p85beta,-514
SHIP,-294
AP2A1,-370
CEACAM1,-374
CITED1,-454
EPS8,-358
GAB2,-398
ITGB4,-532
Miz1,-378
PLSCR1,-454
RAP74,-370
SHIP2,-492
TGFBR2,-528
CBLB,-492
NICD,-518
CTNND1,-498
ELK3,-486
KRT18,-542
RNTRE,-504
VAV3,-462
E2F5,-506
FZD2,-352
HERP1,-360
TGIF,-370
TIEG2,-360
UBE2D1,-435
SKIP,-350
Idax,-536
CD44,-482
NOTCH4,-388
TCF3,-490
SMAD1,-536
DAB2,-496
NOTCH3,-546
SnoN,-514
CAMK2A,-466
DISHEVELED,-334
SAP97,-448
AML3,-352
CDC16,-516
CDC27,-516
CRI2,-462
EF1A,-516
FOXH1,-516
GRIP1,-334
HGS,-516
NUP153,-516
NUP214,-462
PARD3,-482
PAX2,-514
RALB,-458
SKI,-524
SMURF1,-484
SNIP1,-476
SNW1,-494
STAMBPL1,-536
STRAP,-496
ZFHX1B,-462
ZFYVE9,-458
ARNIP,-344
ATF3,-508
AXIN2,-514
BPAG2,-328
CTCF,-498
JAG1,-508
KPNB1,-352
PPP2CA,-508
PRKAR1B,-540
VDR,-510
SMAD7,-480
TOB,-532
ASCL1,-532
COPS5,-532
DCP1A,-550
DTX1,-530
H3,-396
HOXA9,-532
MAML1,-524
POLR2A,-544
STK11IP,-532
TCF4,-518
TGFBRAP1,-531
SMAD5,-396
SMAD6,-370
RANBP9,-370
RAP30,-370
SMURF2,-448
YAP1,-448
GLI1,-396
GLI2,-396
GLI3,-396
PTCH,-528
PTCH2,-318
UBE3A,-334
CSL,-536
T3R,-536
ERb,-364
PR-A,-364
WNT2,-370
CYP19A1,-396
FZR1,-414
DD,-370
E3B1,-504
NCK2,-446
SP3,-528
PTPB1,-398
CORTACTIN,-342
MUSK,-396
CAV2,-374
HIPK2,-512
SH2D3C,-396
ISGF3G,-396
STAT5B,-542
N-WASP,-528
GRIM19,-546
HES1,-524
HES5,-526
PIAS3,-368
SUFU,-462
DVL2,-530
RKIP,-526
SAP18,-416
STK36,-550
Ta,-396
Tb,-400
Ty,-396
CAMK,-396
TANK,-324
TAX,-396
TRX,-396
VELI1,-396
TBX2,-404
TEP1,-397
TFF1,-413
TFF2,-413
TGFB,-404
TGFBR3,-396
MIP1A,-398
HSPG,-402
ACVRL1,-352
AP2B1,-412
EIF3S2,-412
ENG,-396
FKBP12,-408
FNTA,-396
PPP2R2A,-396
SNX6,-522
TGFB2,-412
CCNB2,-350
DAAM1,-368
ID3,-496
TGFB3,-350
ARRB2,-358
GIPC,-398
SHARP,-530
MAGEA1,-530
TNFB,-350
TNKS,-402
ZNF259,-417
CEM15,-398
LPL,-398
BPAG1,-536
SENP1,-482
TRIO,-327
TSA,-349
TOR,-395
TSC2,-396
TWIST,-404
STAT4,-395
SOCS1,-456
VEGF,-402
VEGFR,-374
VPAC2R,-396
VIP,-396
ARP23,-336
WIF1,-544
FRP,-545
Ryk,-546
ID2,-502
LRP5,-530
PSMD4,-504
XDH,-396
MURR1,-397
ECM,-396
STXBP1,-380
A1R,-362
GALPHAI,-396
A2AR,-362
AA,-360
ABP1,-364
PICCOLO,-396
ACH,-412
ALPHA7NACHR,-395
M1R,-368
M2R,-362
M4R,-362
FILAMIN,-370
NEURABIN,-336
SPINOPHILIN,-382
ADAPTIN,-362
CLATHRIN,-536
SYNAPTOPHYSIN,-397
ADENOSINE,-420
ADPRIBSYCYCLASE,-396
cADPR,-396
AKAP15,-352
ALPHA1AR,-368
ALPHA2AR,-362
GALPHAO,-396
SODIUM,-396
DENSIN,-364
AMISYN,-350
AP2,-527
GRIP,-424
STARGAZIN,-414
SYNTENIN,-424
AMPHIPHYSIN,-364
ANANDAMIDE,-422
CB1R,-361
CB2R,-362
L1,-376
NRCAM,-396
APOLLON,-396
Omi,-396
ARF,-396
ARFGAP,-393
ARFGEF,-393
ARNO,-398
BAG1,-370
BAP31,-356
MOR,-397
7TMR,-535
BDNF,-398
PAR2,-370
PDE4D,-398
PDE,-398
NASCENTCHAIN,-544
BR1R,-365
BRADYKININ,-406
RYR,-359
CALBRAIN,-378
I1,-350
STEP,-434
CAMKK,-358
DAPK,-352
MUNC13,-352
MYOSINV,-378
P35611,-398
PDE1A,-398
PDE1B,-398
PDE1C,-398
RIC,-398
RIN,-398
RIN1,-376
VAMP,-380
RICS,-398
SYNGAP,-376
AXAM2,-512
CSNK1E,-528
DVL3,-534
PPP2R5B,-380
CAMKPASE,-374
RIM,-349
CASK,-536
CASKIN,-358
MINT,-360
TBR1,-396
CEK1,-395
CERAMIDE,-394
PDE3A,-396
PDE3B,-398
PKG,-376
CHAPSYN110,-352
KIR21,-411
CHOLESTEROL,-394
BCL10,-396
CIPP,-422
KIR41,-396
NEUREXIN,-396
NEUROLIGIN,-412
CLIP170,-398
COLLAGEN,-402
COMPLEXIN,-349
SHANK,-352
CRIPT,-412
CSP,-362
PQCaCh,-368
GALPHAZ,-396
DAP,-412
dATP,-356
DCP1,-349
BP75,-536
VANGL2,-536
DNAJ,-350
HCK,-356
YES,-348
AIP4,-356
FES,-362
FGR,-362
DOPR,-362
ENDOPHILIN,-368
SH3GL3,-360
DYNEIN,-442
DYRK,-376
EEF2,-395
EFA6,-394
EIF4,-349
ENKEPHALIN,-416
KOPR,-361
MOPR,-362
NOPR,-362
EPHB2,-373
EPHRIN,-402
FER,-329
FIBRONECTIN,-401
FIVEHT1AR,-362
FIVEHT2AR,-368
FIVEHT4R,-361
FOUREBP1,-396
GABA,-408
GABABR,-362
CHLORIDE,-398
GABARAP,-442
GEPHYRIN,-441
GAIP,-438
GAT1,-350
GIRK,-398
KV11,-397
GDNF,-400
POTASSIUM,-396
GKAP,-422
GLUTAMATE,-418
GLYCINE,-367
GLYT1,-394
ID1,-519
POFUT1,-514
GRP94,-350
ELK4,-360
GJA1,-452
PTP-SL,-474
NAIP,-346
ICA512,-398
DLK,-336
KINESIN,-396
NCADHERIN,-396
KIR23,-412
P1433,-424
KV14,-396
CDX1,-423
PIAS4,-370
SF1,-370
SUMO2,-424
LEF1,-396
RGS2,-442
EEF1A2,-396
MALS,-354
MAP1A,-442
MAP1B,-442
MAP3K2,-546
PRK2,-398
MAP4K3,-358
MAP4K6,-357
MEKK2,-366
MERLIN,-395
MKP5,-400
MP1,-340
NAKED,-347
PKN2,-405
NE,-418
NEUROFIBROMIN,-374
SSCAM,-421
PDGFR,-386
PTP1D,-370
YOTIAO,-349
NRG,-334
PA,-367
PAF,-405
PAFR,-365
PDE4A,-396
PDE4B,-395
PDE4C,-395
PDE5A,-393
PDGF,-434
PDI,-350
PDPK1,-353
PKCz,-355
PDZGEF,-394
RAP2,-374
PIN1,-492
MST3,-396
SNAPIN,-350
PHKA2,-391
PKI,-338
PP5,-396
PRMT1,-369
VASP,-342
SPAL,-412
FZD4,-432
FZD7,-426
PTP1B,-335
RABGDI,-395
SHOC2,-544
UBC9,-370
HD,-464
SOCS3,-446
UBE2D3,-349
RGS4,-438
RHEB,-396
RTYPECA,-357
SRP54,-350
SAP30,-408
SAPAP,-395
SEC63P,-392
SEROTONIN,-412
FIVEHT1CR,-393
SIAH,-399
SIVA1,-349
SYNAPTOBREVIN,-350
SRPR,-396
SS,-420
SSTR1,-361
SSTR2,-378
SYNDECAN,-398
SYNTAPHILIN,-349
TRYPSIN,-407
VITRONECTIN,-401
VRK1,-395
WNT6,-356
FHL1,-391
MAML2,-404
NOTCH2,-404
ITGA6,-494
ID4,-358
CNTN1,-414
DLL1,-360
DLL4,-414
JAG2,-360
MAML3,-364
NOV,-414
NUMB,-456
NUMBL,-414
PRKCD,-340
PSEN2,-364
WDR12,-414
YY1,-414
PROC,-394
PROS1,-394
GAS1,-358
HHIP,-396
AChE,-526
MCF2,-397
APIP,-356
PIAS,-407
SHP,-370
AES,-370
AML1,-370
APPL,-370
ARA160,-370
ARA54,-370
ARA55,-370
ARA70,-370
CDC37,-370
CDK9,-370
CLTC,-370
EBP1,-370
EPPK1,-342
ERM,-370
FHL2,-368
GP130,-370
MST1R,-398
NSD1,-370
37165,-370
37530,-370
PAK6,-370
PATZ,-370
PLAGL1,-370
RAC3,-370
Rad54l2,-370
RNF4,-370
SLC25A4,-370
SPDEF,-370
SRY,-370
STUB1,-370
SVIL,-370
TBPIP,-370
TFIIH,-370
TNIP1,-370
TR4,-370
UXT,-370
ARAD,-406
ARAI,-398
ARHGEF6,-355
ARTS,-395
REPS2,-525
ASC,-366
Aven,-355
Bcl-b,-365
Bcl-rambo,-535
BFAR,-393
BI-1,-363
cAR,-539
Cathepsin,-365
Cby,-329
CD28,-391
CD47,-391
Cer,-543
CK19,-395
CL,-350
APP,-333
PEN2,-535
CryAB,-356
CTLA-4,-391
CypA,-391
DAX-1,-538
REA,-364
DcR3,-395
DEFCAP,-355
DJ1,-365
DJ2,-365
DLC2,-395
Drp-1,-365
FGF,-400
WNT4,-352
p85,-398
Gas,-408
Gat2,-392
HBEGF,-333
GRP1,-403
HINT1,-395
Hsp60,-383
HSP72,-393
IBR,-524
ICAT,-491
HEY1,-323
IFNA,-394
IFNAR,-350
IRF3,-396
IL-13,-388
IL13RA1,-401
IL13RA2,-396
IL2RG,-396
ILPIP,-395
I-mf,-437
Ins,-335
IRAK-M,-393
Itk,-439
Ku70,-366
Lgs,-491
LPA,-394
EDG4,-395
LZK,-334
M3/6,-495
MAP-1,-355
PRKCI,-395
Mfn2,-366
MKP2,-397
MKP3,-355
MKP4,-355
Mos,-349
NMT,-349
Nrdp1,-387
Nucling,-356
HAX1,-395
PI3P,-395
p32,-396
p55gamma,-336
p68,-362
PAC1,-355
PACAP,-395
PYGB,-395
PIM2,-396
PrP,-365
PTMA,-523
PTP,-346
Glycogen,-395
Pygo,-395
RGS,-365
SA,-394
ARP,-395
SMARCA4,-360
SOCS,-305
SPHK2,-347
THRAP2,-359
Tpl-2,-349
TSAP6,-395
UBE1L,-393
UbiL,-393
XAF1,-395
ZAK,-333
ADAM10,-389
ADAM17,-421
ANAPC2,-352
EPS15,-418
MTA2,-546
RAB5,-538
RBBP7,-546
APPL2,-360
ARF4,-446
DSP,-536
CD151,-368
CEBPB,-408
CHK,-350
HSPA8,-410
CK2A2,-504
CLCA1,-355
CLCA2,-500
CRM1,-408
CSF2RB,-349
CSNK1D,-490
WNT7A,-538
HIP1,-538
DHH,-424
PRKCG,-410
RUVBL1,-492
SALL1,-492
SOX1,-491
ERT,-460
HIVEP3,-398
RING1,-398
FOXG1B,-407
FURIN,-422
ROR2,-528
TFDP2,-528
MAGI3,-358
FZD5,-358
FZD6,-396
FZD8,-358
FZD9,-546
KRT17,-446
KRT7,-446
KRT8,-446
MIG6,-446
PIK3C2B,-418
PITPN,-444
PRKAR1A,-418
PTK6,-446
RGS16,-396
SH3BGRL,-446
SNRPD2,-446
GRAP,-350
GRB14,-360
SNX1,-528
HES6,-538
IHH,-424
MYB,-360
MYF5,-360
MYF6,-360
MYOG,-360
TCF12,-360
PAX5,-448
PAX8,-360
ITGB4BP,-310
PIK3CD,-336
VIM,-310
MUPP1,-350
PLCE1,-350
PTPRO,-350
SOCS5,-350
SOCS6,-350
SPRED1,-350
SPRED2,-398
STAP1,-349
LFNG,-422
LIP1,-394
STK11,-394
MFNG,-384
PTPN12,-541
MMP7,-308
SFN,-395
WNT3,-376
WNT5A,-358
RTKN,-352
TBP,-360
SNX2,-424
SNX4,-424
UBE2D2,-362
